2021/12/15 14:19:34; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU0OTE3MywiZXhwIjoxNjM5NjM1NTczfQ.eyJ1c2VybmFtZSI6InFwYiJ9.9tnmT7RAAAIWG6Bj-Yy68zH_7TMxab8m-jjzGmz_4peQaAOv4_7TmoV0a2VMEN_Wnvm5CxSOzyM6OcnYt9mjbA
2021/12/15 14:19:36; Get report; Failed; 200; ;TypeError("dump() missing 1 required positional argument: 'fp'")
2021/12/15 14:19:36; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 14:20:34; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU0OTIzMywiZXhwIjoxNjM5NjM1NjMzfQ.eyJ1c2VybmFtZSI6InFwYiJ9.9QTkPt7n20utBysaz23FEkzMeIQpdz9Yzzf3-h9hXgyn0TaiJp-974BHixPAkOvGeYGDeWqf5OcRh08Q1QmrKw
2021/12/15 14:20:36; Get report; Failed; 200; ;TypeError('tuple for startswith must only contain str, not bytes')
2021/12/15 14:20:36; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 14:21:39; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU0OTI5OCwiZXhwIjoxNjM5NjM1Njk4fQ.eyJ1c2VybmFtZSI6InFwYiJ9.UxGfKLfG4fJB-BuosVVhM0h2M2ZMwMOJiQf1q7Az-2yLpNwTgPvBOijNUOaw6hm5sCRrEwhbGHU2IDuvRqyiCw
2021/12/15 14:21:51; Get report; Failed; 200; ;TypeError('tuple for startswith must only contain str, not bytes')
2021/12/15 14:21:51; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 14:23:00; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU0OTM3OSwiZXhwIjoxNjM5NjM1Nzc5fQ.eyJ1c2VybmFtZSI6InFwYiJ9.ri-XEWq02WnYvlGCXpKWRfmRSoRMFc4iYn-d7olfKCzaK-ZVuHDDQtWd5YDKySKt6T6SVnGPI2bVkU9uv6-puw
2021/12/15 14:25:01; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU0OTUwMSwiZXhwIjoxNjM5NjM1OTAxfQ.eyJ1c2VybmFtZSI6InFwYiJ9.0b6zUVemNNDIEDfxHL_A9EKwizmkL9yLVAMKNQ0DfVk4NfaB14w-CtKOpGcZzqSYzxsGjLCuKy9v4RwAcC3_aA
2021/12/15 14:25:09; Get report; Success; 200; ;Get report success!
2021/12/15 14:25:09; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 14:33:24; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MDAwNCwiZXhwIjoxNjM5NjM2NDA0fQ.eyJ1c2VybmFtZSI6InFwYiJ9.YDtVREM4emHcoywoX8Wy4nOfHVsTRrCLgENUnWD3_slYFxdVEPNdErA9pk8pAFoks-TgD1trwWSeab6IUiufCg
2021/12/15 14:53:11; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTE5MCwiZXhwIjoxNjM5NjM3NTkwfQ.eyJ1c2VybmFtZSI6InFwYiJ9.cI06RZvPGxa2L7IHErfWdSoD1ryAav2OAcWlUlo32MOm23wkwjnC7tWxswQxFlYn3mgEra_Jqm-2jn8sRk3nQQ
2021/12/15 14:54:45; Get report; Failed; 200; ;UnboundLocalError("local variable 'coding' referenced before assignment")
2021/12/15 14:54:45; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 14:54:57; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTI5NiwiZXhwIjoxNjM5NjM3Njk2fQ.eyJ1c2VybmFtZSI6InFwYiJ9.ih8w99d9rBaPnWo7PRrbtPoq3grHVBqiZqpcmf11wq0Hh1vQgBKd2XKa0loVDg1ZhQtUJp_KhFEMv9EKUQNYIA
2021/12/15 14:56:25; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTM4NCwiZXhwIjoxNjM5NjM3Nzg0fQ.eyJ1c2VybmFtZSI6InFwYiJ9.l9GYgKhMAjB4fvpobWWqts7ViQs2JedaO-wl8g2lGt5sn0q71U_gcLxbjLXbR2epXyeUeuXQ4f-IB2vRR6nKCg
2021/12/15 14:59:40; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTU4MCwiZXhwIjoxNjM5NjM3OTgwfQ.eyJ1c2VybmFtZSI6InFwYiJ9.tCfB67R5iftHMBhyTqMXRZ-tFhRPJ8lvpl-4Gqj2g5sL90CNTUpmiMHkIH7MH86_Q6obW_J17KUQC7vZQ18ZTw
2021/12/15 15:00:07; Get report; Success; 200; ;Get report success!
2021/12/15 15:00:07; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:01:19; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTY3OCwiZXhwIjoxNjM5NjM4MDc4fQ.eyJ1c2VybmFtZSI6InFwYiJ9.hydgs4I2zADf5E3MZ5RfiAwpWVTZ90GkqgpRInnWvMHdjNIRiUs8mbAFECjzFJCkFchflbIm9C88CYkw7GC0Fg
2021/12/15 15:01:43; Get report; Success; 200; ;Get report success!
2021/12/15 15:01:43; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:02:23; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTc0MiwiZXhwIjoxNjM5NjM4MTQyfQ.eyJ1c2VybmFtZSI6InFwYiJ9.B0o_gntk43wHzMOk7SpVzcEPlHi11km7PZ_3vjHlPTQGy3TaAcenaQHpW39iUVyd1HRnK8qw-2uO8YROfcAG-w
2021/12/15 15:02:44; Get report; Failed; 200; ;TypeError("encode() argument 'encoding' must be str, not tuple")
2021/12/15 15:02:44; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:03:23; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTgwMiwiZXhwIjoxNjM5NjM4MjAyfQ.eyJ1c2VybmFtZSI6InFwYiJ9.vMAPIoSOo2Y_YibNDuD9ZipyB7fro6QEQAxuPMWANw2g6c54odyKadl_rBGfYHtnSbUrysG49Ol7N571dO3DwQ
2021/12/15 15:03:49; Get report; Success; 200; ;Get report success!
2021/12/15 15:03:49; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:04:33; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTg3MywiZXhwIjoxNjM5NjM4MjczfQ.eyJ1c2VybmFtZSI6InFwYiJ9.mOhGfh7WFy8K1NZoZgBYGIL9rj3FNIO7KMavd8INYjWoPPAryvb48dme_5VX4OyJvQ_zbtAX_EriOgGiE7v0NQ
2021/12/15 15:04:57; Get report; Failed; 200; ;LookupError('unknown encoding: utf-8-bom')
2021/12/15 15:04:57; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:06:30; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MTk4OSwiZXhwIjoxNjM5NjM4Mzg5fQ.eyJ1c2VybmFtZSI6InFwYiJ9.yxyjS4tGq0Glo5e7YK9Dm5conMBPNZOaQgx1dwEMCRi-gGzImcKsagn-iA1ZmX_equoX-jXz3n7PBB25se6R4w
2021/12/15 15:12:16; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MjMzNSwiZXhwIjoxNjM5NjM4NzM1fQ.eyJ1c2VybmFtZSI6InFwYiJ9.p_8YI6Jy2utQ_0k85qPdumgi1ktg5jOGZc1VUwAt3UImUKtWaKApLYkth2h3VV8ybOf7iHKhiJSUZnOWooIysw
2021/12/15 15:12:37; Get report; Success; 200; ;Get report success!
2021/12/15 15:12:37; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:13:10; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MjM5MCwiZXhwIjoxNjM5NjM4NzkwfQ.eyJ1c2VybmFtZSI6InFwYiJ9.3504bACwC0QzwfwAZYb6HFnGSejZZVIsWiOLorFbsbQXV1lYk4WrKVmsxnfz6i8jUwqOI7Xcw9u-9WvgSx38Bw
2021/12/15 15:13:35; Get report; Success; 200; ;Get report success!
2021/12/15 15:13:35; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:14:16; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MjQ1NSwiZXhwIjoxNjM5NjM4ODU1fQ.eyJ1c2VybmFtZSI6InFwYiJ9.cR-gQwAXMbBVEvLyB8cpuF7Mvb1CFJz4IvVa5Y51tbl_gwvSvWTV8KW1b3MCYZBaHSxaH65pQ6G8isli3lyygw
2021/12/15 15:14:38; Get report; Success; 200; ;Get report success!
2021/12/15 15:14:38; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:28:57; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1MzMzNywiZXhwIjoxNjM5NjM5NzM3fQ.eyJ1c2VybmFtZSI6InFwYiJ9.bWLs48lTH8yywzE0fLi8XWQWy3sXgfGYzidknth2F_Xwal4vSR624cgzJgaTPC0rOm2Qp9dIoHA2GZQrD3PsUw
2021/12/15 15:39:31; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1Mzk3MCwiZXhwIjoxNjM5NjQwMzcwfQ.eyJ1c2VybmFtZSI6InFwYiJ9.zlbxTVDruQ-pTEbaJXbkoQ9AUaMy_VuzepOAyy5Rfy4dBFYfvklVVYi_9qREwucgz0HYk6s9FHbj-LYkpMYkFw
2021/12/15 15:39:45; Get report; Success; 200; ;Get report success!
2021/12/15 15:39:45; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
2021/12/15 15:42:24; Login; Success; 200; 200; user=qpb, password=123456; login success! user=qpb password=123456 Token=Token eyJhbGciOiJIUzUxMiIsImlhdCI6MTYzOTU1NDE0MywiZXhwIjoxNjM5NjQwNTQzfQ.eyJ1c2VybmFtZSI6InFwYiJ9.FFTpxA-P_X9sOn1SNv8IYB-LtM3vSZZvVDS2RjOz4XAYTLbTb1_zEWQ27I2KJ0TouuLOLvCjJ_GQPnSlgI072w
2021/12/15 15:42:25; Get report; Success; 200; ;Get report success!
2021/12/15 15:42:25; Logout; Success; 200; 200;  ; logout success! user=qpb password=123456
